tweet,message,match,polarity
1694,"RT Hello JerryFalwellJr I just said that youre NOT a Christian and that Liberty University is NOT a Christian UniversityNow that you have retained the same lawyers as realDonaldTrump sue meIt will be the best show since the Scopes Monkey Trial in 1925,,
",best,Positive
1695,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
1696,"RT SenatorBurr If their scholarship is income that makes them employees of the university and eligible for all the legal protections that accompany such a designation How much do you think it will cost to cover workers comp claims for just football players alone,,
",,Neutral
1697,"RT R O Y A L T YThe 20192020 Xavier University of Louisiana Royal Court So happy to have had the opportunity to shoot this,,
",happy,Positive
1698,"youhadonejob1 Cool that is the Technical University of Nova Scotia TUNS since taken over by Dalhousie University,,
",,Neutral
1699,"Heres what you need to know about the speech Mark Zuckerberg gave about free expression and Facebook at Georgetown University CatoTechnology Cato1A,,
",free,Positive
1700,"RT Let me introduce you to BIG PLAY ZAY Izaiahgathings Gathings burst onto the scene for Gardner Webb University The soph is 2nd in TDs 6 and 5th in receiving yards in the Big South Please get familiar with his name Song Free Time NBA Young Boy,,
",,Neutral
1701,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",champion,Positive
1701,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",racism,Negative
1701,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",miss,Negative
1702,"RT Shouts To Temple University CrownedYB SURVIVAL 118 EPISODE 2 OUT NOW,,
",,Neutral
1703,"RT University friends are the fakest set of friends,,
",,Neutral
1704,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
1705,"RT Let me introduce you to BIG PLAY ZAY Izaiahgathings Gathings burst onto the scene for Gardner Webb University The soph is 2nd in TDs 6 and 5th in receiving yards in the Big South Please get familiar with his name Song Free Time NBA Young Boy,,
",,Neutral
1706,"RT White men White fragility Psychosis of whiteness A British university professor shows how antiracists can become racists,,
",,Neutral
1707,"RT I blame Tony Blair for wanting 50 to go to universityLets have some high quality apprenticeships,,
",blame,Negative
1708,"RT You de3 be there and dont take me serous You will be looking for me n hwem upteeeeI wont be posting about knust but Harvard University,,
",,Neutral
1709,"RT University friends are the fakest set of friends,,
",,Neutral
1710,"RT Blessed to receive an offer from the university of Toledo GoRockets,,
",,Neutral
1711,"RT The Institute of Neuroscience at the University of Oregon is hiring a Computational Neuroscience Assistant ProfessorApplications due in 2 days,,
",,Neutral
1712,"Doctors who get gifts from opioid makers more likely to prescribe large amounts study finds via phillyinquirer,,
",,Neutral
1713,"RT A Monmouth University poll surveyed adults about eight popular Halloween candies Reeses Peanut Butter Cups 36 Snickers 18 MampMs 11 Hershey bars 6 Candy corn 6 Skittles 5 Starburst 4 Tootsie Pops 2,,
",popular,Positive
1714,"RT Boys Brigade alumnus Sir Alex Ferguson has gcutoday library named in his honourAs adults we have a responsibility to support young people give them an opportunity Because when you do that they dont let you down Sir Alex Ferguson,,
",support,Positive
1715,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
1716,"RT BREAKING Actor jamesocromwell was arrested for telling Texas AampM Universitys Board of Regents to end its cruel canine muscular dystrophy experiments on dogsWe will not stop until every single cage in that TAMU lab is empty,,
",cruel,Negative
1717,"RT I pet Bentley He is a 7 year old Weimaraner Bentley can play for hours He has fun chasing the squirrels at the university because they are slower If you give him a stuffed animal he tears out the insides then eats the outside When hes finally done playing he snuggles,,
",fun,Positive
1717,"RT I pet Bentley He is a 7 year old Weimaraner Bentley can play for hours He has fun chasing the squirrels at the university because they are slower If you give him a stuffed animal he tears out the insides then eats the outside When hes finally done playing he snuggles,,
",slower,Negative
